settlement_id,category,threshold1,threshold2,mean_wt_percent,difference
Naperi,mean_wt_percent_Mixed,1.21,1.71,51.96659647942566,8.0157141645903
Naperi,mean_wt_percent_Mixed,1.23,1.55,40.20843988768969,-3.7424424271456687
Naperi,mean_wt_percent_Mixed,1.23,1.57,41.61956237905693,-2.3313199357784313
Naperi,mean_wt_percent_Mixed,1.23,1.59,43.24355506253632,-0.7073272522990379
Naperi,mean_wt_percent_Mixed,1.23,1.61,44.97733540984637,1.0264530950110071
Naperi,mean_wt_percent_Mixed,1.23,1.6300000000000001,46.289243375466214,2.3383610606308523
Naperi,mean_wt_percent_Mixed,1.23,1.6500000000000001,47.852449607400075,3.901567292564714
Naperi,mean_wt_percent_Mixed,1.23,1.67,48.396892805482246,4.446010490646884
Naperi,mean_wt_percent_Mixed,1.23,1.69,49.407335524369046,5.456453209533684
Naperi,mean_wt_percent_Mixed,1.23,1.71,51.26987463485088,7.318992320015518
Naperi,mean_wt_percent_Mixed,1.25,1.55,39.59881714354978,-4.352065171285581
Naperi,mean_wt_percent_Mixed,1.25,1.57,41.010440127912986,-2.9404421869223754
Naperi,mean_wt_percent_Mixed,1.25,1.59,42.712742505260906,-1.2381398095744558
Naperi,mean_wt_percent_Mixed,1.25,1.61,44.36913942850976,0.4182571136744002
Naperi,mean_wt_percent_Mixed,1.25,1.6300000000000001,45.68141192184661,1.730529607011249
Naperi,mean_wt_percent_Mixed,1.25,1.6500000000000001,47.24508243822763,3.2942001233922653
Naperi,mean_wt_percent_Mixed,1.25,1.67,47.7896909556935,3.83880864085814
Naperi,mean_wt_percent_Mixed,1.25,1.69,48.80037217608198,4.849489861246617
Naperi,mean_wt_percent_Mixed,1.25,1.71,50.663274745618544,6.712392430783183
Naperi,mean_wt_percent_Mixed,1.27,1.55,38.942361511434335,-5.0085208034010265
Naperi,mean_wt_percent_Mixed,1.27,1.57,40.35405732790103,-3.5968249869343296
Naperi,mean_wt_percent_Mixed,1.27,1.59,42.05687344038135,-1.8940088744540091
Naperi,mean_wt_percent_Mixed,1.27,1.61,43.71115043015377,-0.23973188468158924
Naperi,mean_wt_percent_Mixed,1.27,1.6300000000000001,45.023553435260844,1.0726711204254826
Naperi,mean_wt_percent_Mixed,1.27,1.6500000000000001,46.58799134790283,2.6371090330674676
Naperi,mean_wt_percent_Mixed,1.27,1.67,47.13165013288768,3.180767818052317
Naperi,mean_wt_percent_Mixed,1.27,1.69,48.14210204042947,4.1912197255941095
Naperi,mean_wt_percent_Mixed,1.27,1.71,50.00588803067838,6.055005715843016
Naperi,mean_wt_percent_Mixed,1.29,1.55,37.87326018918671,-6.077622125648652
Naperi,mean_wt_percent_Mixed,1.29,1.57,39.28421837581975,-4.6666639390156135
Naperi,mean_wt_percent_Mixed,1.29,1.59,40.90244992160298,-3.048432393232382
Naperi,mean_wt_percent_Mixed,1.29,1.61,42.6389479888939,-1.3119343259414649
Naperi,mean_wt_percent_Mixed,1.29,1.6300000000000001,43.95088231483536,0
Naperi,mean_wt_percent_Mixed,1.29,1.6500000000000001,45.44349333600577,1.4926110211704113
Naperi,mean_wt_percent_Mixed,1.29,1.67,46.05795325117421,2.1070709363388502
Naperi,mean_wt_percent_Mixed,1.29,1.69,47.06793065260022,3.1170483377648566
Naperi,mean_wt_percent_Mixed,1.29,1.71,48.86828523250666,4.917402917671296
Naperi,mean_wt_percent_Mixed,1.31,1.55,35.494795668623084,-8.456086646212277
Naperi,mean_wt_percent_Mixed,1.31,1.57,36.9070087937743,-7.043873521061059
Naperi,mean_wt_percent_Mixed,1.31,1.59,38.61098601018014,-5.33989630465522
Naperi,mean_wt_percent_Mixed,1.31,1.61,40.262422298236956,-3.6884600165984054
